route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
496,0000000662017091120180607,0002864962017091120180607,Nomi Piazza Springa,0,D1156_R5652a_Ritorno_sub2,1
496,0000000592017091120180607,0002864972017091120180607,Sano,0,D1148_R5615a_Andata_sub1,1
496,0000000672017091120180607,0002864982017091120180607,Sano,0,D526_R5E603_sub1,1
496,0000000592017091120180607,0002865002017091120180607,Nomi Piazza Springa,0,D1136_R5602d_Ritorno_sub1,1
496,0000000602017091120180607,0002865012017091120180607,S.Ilario Via Monti,0,D460_R5612a_Ritorno_sub1,1
496,0000000822017091120180607,0002865022017091120180607,Corso Bettini Liceo,0,D1135_R5602c_Ritorno_PRINCIPALE_sub1,1
496,0000000662017091120180607,0002865032017091120180607,Volano Via Roma,0,D1135_R5602c_Ritorno_PRINCIPALE_sub1,1
496,0000000822017091120180607,0002865042017091120180607,Volano Via Roma,0,D1135_R5602c_Ritorno_PRINCIPALE_sub1,1
496,0000000662017091120180607,0002865052017091120180607,S.Ilario Via Monti,0,D462_R5614a_Ritorno_sub1,1
496,0000000822017091120180607,0002865062017091120180607,Corso Bettini Liceo,0,D1135_R5602c_Ritorno_PRINCIPALE_sub1,1
