route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible
411,0000000022017091120180607,0002876002017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000252017091120180607,0002876012017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000092017091120180607,0002876022017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000092017091120180607,0002876032017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000092017091120180607,0002876042017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000092017091120180607,0002876052017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000252017091120180607,0002876062017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000092017091120180607,0002876072017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000022017091120180607,0002876082017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000022017091120180607,0002876092017091120180607,Romagnano Piazza Condini,0,D890_T1211_Andata_sub1,1
411,0000000252017091120180607,0002876102017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876112017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876122017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876132017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876142017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876152017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876162017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876172017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876182017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876192017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876202017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876212017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876222017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876232017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876242017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000252017091120180607,0002876252017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876262017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876272017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876282017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876292017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876302017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876312017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876322017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876332017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876342017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876352017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876362017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876372017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876382017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876392017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876402017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876412017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876422017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876432017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000022017091120180607,0002876442017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876452017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876462017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876472017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876482017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000092017091120180607,0002876492017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000252017091120180607,0002876502017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
411,0000000252017091120180607,0002876512017091120180607,Piazza Dante "Pal. Regione",1,D889_T1202_Ritorno_PRINCIPALE_sub1,1
415,0000000022017091120180607,0002876522017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876532017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876542017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876552017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876562017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876572017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876582017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876592017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876602017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876612017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002876622017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
543,0000000022017091120180607,0002876632017091120180607,Lavis Rosmini Segantini,0,D919_T1701_Andata_PRINCIPALE_sub1,1
408,0000000022017091120180607,0002876642017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876652017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876662017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876672017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876682017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876692017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876702017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876712017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876722017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876732017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876742017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876752017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876762017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876772017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876782017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876792017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876802017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876812017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876822017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876832017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876842017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876852017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876862017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876872017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876882017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876892017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876902017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876912017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876922017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876932017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000092017091120180607,0002876942017091120180607,Cognola "Chiesa",0,D221_F1001a_Andata_sub2,1
408,0000000022017091120180607,0002876952017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876962017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876972017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876982017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002876992017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877002017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877012017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877022017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877032017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877042017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
408,0000000022017091120180607,0002877052017091120180607,Cognola "Centro Civico",0,D859_T1001a_Andata_sub2,1
539,0000000102017091120180607,0002877062017091120180607,Piazza Dante "Pal. Regione",1,D640_T0402b_Ritorno_sub2,1
423,0000000022017091120180607,0002877072017091120180607,Piazza Dante "Pal. Regione",0,D940_T3111a_Circolare_sub2,1
423,0000000022017091120180607,0002877082017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877092017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877102017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877112017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877122017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877132017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877142017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877152017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877162017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877172017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877182017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877192017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
423,0000000022017091120180607,0002877202017091120180607,Piazza Dante "Pal. Regione",0,D939_T3101b_(circolare)_PRINCIPALE_sub1,1
406,0000000092017091120180607,0002877212017091120180607,Piazza Dante "Dogana",1,D855_T0912b_Ritorno_sub1,1
406,0000000022017091120180607,0002877222017091120180607,Piazza Dante "Dogana",1,D855_T0912b_Ritorno_sub1,1
406,0000000022017091120180607,0002877232017091120180607,Piazza Dante "Dogana",1,D855_T0912b_Ritorno_sub1,1
415,0000000022017091120180607,0002877242017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
415,0000000022017091120180607,0002877252017091120180607,Belvedere,0,D900_T1401_Andata_PRINCIPALE_sub2,1
408,0000000032017091120180607,0002877332017091120180607,Montevaccino,0,D867_T1031d_Andata_sub2,1
396,0000000032017091120180607,0002877382017091120180607,Verona "Palazzo Stella",0,D630_T0375_Andata_sub1,1
396,0000000102017091120180607,0002877392017091120180607,Gazzadina Le Case Nòve,1,D622_T0360_Ritorno_sub1,1
570,0000000022017091120180607,0002877402017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000022017091120180607,0002877412017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000022017091120180607,0002877422017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000022017091120180607,0002877432017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000022017091120180607,0002877442017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000022017091120180607,0002877452017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000022017091120180607,0002877462017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000092017091120180607,0002877472017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000092017091120180607,0002877482017091120180607,Cimirlo,0,D2_C0541_Andata_sub2,2
570,0000000022017091120180607,0002877492017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000022017091120180607,0002877502017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000092017091120180607,0002877512017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000092017091120180607,0002877522017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000092017091120180607,0002877532017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
570,0000000022017091120180607,0002877542017091120180607,Povo Piazza Manci,1,D3_C0542_Ritorno_sub2,2
396,0000000102017091120180607,0002877552017091120180607,Conci "Villazzano 3",0,D610_T0351a_Andata_sub1,1
396,0000000102017091120180607,0002877562017091120180607,Conci "Villazzano 3",0,D610_T0351a_Andata_sub1,1
396,0000000102017091120180607,0002877572017091120180607,Conci "Villazzano 3",0,D610_T0351a_Andata_sub1,1
396,0000000022017091120180607,0002877582017091120180607,Conci "Villazzano 3",0,D610_T0351a_Andata_sub1,1
402,0000000022017091120180607,0002877592017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877602017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877612017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877622017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877632017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877642017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877652017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877662017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877672017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877682017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877692017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877702017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877712017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877722017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877732017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877742017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877752017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877762017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877772017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877782017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877792017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877802017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877812017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877822017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877832017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877842017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877852017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877862017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877872017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877882017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877892017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877902017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877912017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877922017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877932017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002877942017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877952017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877962017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877972017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877982017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002877992017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878002017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878012017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878022017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878032017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878042017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878052017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002878062017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002878072017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002878082017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002878092017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000092017091120180607,0002878102017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878112017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878122017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878132017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
396,0000000102017091120180607,0002878142017091120180607,Zambra "Top Center",1,D587_T0324_Ritorno_sub2,1
396,0000000022017091120180607,0002878152017091120180607,Zambra "Top Center",1,D587_T0324_Ritorno_sub2,1
396,0000000102017091120180607,0002878162017091120180607,Zambra "Top Center",1,D587_T0324_Ritorno_sub2,1
396,0000000032017091120180607,0002878172017091120180607,Zambra "Top Center",1,D587_T0324_Ritorno_sub2,1
396,0000000102017091120180607,0002878182017091120180607,Zambra "Top Center",1,D587_T0324_Ritorno_sub2,1
402,0000000022017091120180607,0002878192017091120180607,Gocciadoro "Arcate",0,D790_T0711_Andata_sub2,1
402,0000000102017091120180607,0002878202017091120180607,Gocciadoro "Arcate",0,D790_T0711_Andata_sub2,1
402,0000000032017091120180607,0002878212017091120180607,Gocciadoro "Arcate",0,D790_T0711_Andata_sub2,1
402,0000000032017091120180607,0002878222017091120180607,Gocciadoro "Arcate",0,D790_T0711_Andata_sub2,1
402,0000000032017091120180607,0002878232017091120180607,Gocciadoro "Arcate",0,D786_T0705_Andata_PRINCIPALE_sub1,1
402,0000000022017091120180607,0002878242017091120180607,Piazza Dante "Dogana",0,D802_T0731_Andata_sub2,1
402,0000000102017091120180607,0002878252017091120180607,Gocciadoro "Arcate",0,D1174_T0715_Andata_sub2,1
402,0000000092017091120180607,0002878262017091120180607,Piazza Dante "Dogana",0,D801_T0731c_Andata_sub1,1
424,0000000022017091120180607,0002878292017091120180607,Spini di Gardolo,1,D884_T1121a_Andata_sub2,
568,0000000022017091120180607,0002878302017091120180607,Spini di Gardolo,0,D878_T1101f_Andata_PRINCIPALE_sub1,2
568,0000000092017091120180607,0002878312017091120180607,Spini di Gardolo,0,D878_T1101f_Andata_PRINCIPALE_sub1,2
543,0000000022017091120180607,0002878322017091120180607,Piazza Dante "Stazione Fs",1,D926_T1732d_Ritorno_sub2,1
568,0000000022017091120180607,0002878332017091120180607,Spini di Gardolo,0,D878_T1101f_Andata_PRINCIPALE_sub1,2
424,0000000092017091120180607,0002878342017091120180607,Spini di Gardolo,1,D874_T1101b_Andata_sub1,
543,0000000022017091120180607,0002878352017091120180607,Piazza Dante "Dogana",1,D925_T1732c_Ritorno_sub1,1
568,0000000022017091120180607,0002878362017091120180607,Spini di Gardolo,0,D878_T1101f_Andata_PRINCIPALE_sub1,2
543,0000000022017091120180607,0002878372017091120180607,Piazza Dante "Dogana",1,D925_T1732c_Ritorno_sub1,1
545,0000000022017091120180607,0002878382017091120180607,Piazza Dante "Stazione Fs",0,D935_T3031a_Circolare_(giro_corto)_sub1,1
545,0000000022017091120180607,0002878392017091120180607,Piazza Dante "Stazione Fs",0,D935_T3031a_Circolare_(giro_corto)_sub1,1
396,0000000022017091120180607,0002878402017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000022017091120180607,0002878412017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000022017091120180607,0002878422017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000022017091120180607,0002878432017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000022017091120180607,0002878442017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000022017091120180607,0002878452017091120180607,Cortesano,1,D168_F0308_Ritorno_sub1,1
396,0000000092017091120180607,0002878462017091120180607,Cortesano,1,D582_T0320_Ritorno_sub1,1
